ParameterName,GroupId,GroupName,DataType,Visible,Discipline,CategorySet,RevitCategories,BindingScope,BindingType,ParameterGroup,Priority,Description,ApplicationNote,AlternativeNote
TR_TedarikPaketNo,34,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Tedarik / satınalma paketi numarası,"Keşif, maliyet ve hakediş kırılımları eleman instance'larında izlenmelidir.",
TR_SantiyeDisiplin,34,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Şantiye disiplin sorumluluğu,"Keşif, maliyet ve hakediş kırılımları eleman instance'larında izlenmelidir.",
TR_HakedisNo,34,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Hakediş / ilerleme ödeme referansı,"Keşif, maliyet ve hakediş kırılımları eleman instance'larında izlenmelidir.",
TR_MaliyetNotu,34,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,MULTILINETEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Maliyet / metraj / keşif açıklama notu,"Keşif, maliyet ve hakediş kırılımları eleman instance'larında izlenmelidir.",
TR_QA_DosyaAdiKontrol,35,TR-QA VE TESLİM KONTROLÜ,YESNO,Evet,BIM QA / ILS,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Yüksek,Dosya adı proje naming convention ile uyumlu mu?,Dosya / teslim seviyesindeki QA sonuçları proje düzeyinde tutulmalıdır.,
TR_QA_YerelKonumKontrol,35,TR-QA VE TESLİM KONTROLÜ,YESNO,Evet,BIM QA / ILS,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Yüksek,Modelin yerel koordinatı ve başlangıç noktası kontrol edildi mi?,Dosya / teslim seviyesindeki QA sonuçları proje düzeyinde tutulmalıdır.,
TR_QA_KatAdlandirmaKontrol,35,TR-QA VE TESLİM KONTROLÜ,YESNO,Evet,BIM QA / ILS,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Yüksek,Kat/seviye isimleri proje standardına uygun mu?,Dosya / teslim seviyesindeki QA sonuçları proje düzeyinde tutulmalıdır.,
TR_QA_DogruIfcTur,35,TR-QA VE TESLİM KONTROLÜ,YESNO,Evet,BIM QA / ILS,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Eleman doğru IFC türü / entity ile eşlenmiş mi?,"Doğru IFC türü, sınıflandırma ve malzeme gibi QA kontrolleri eleman instance'larında izlenmelidir.",
TR_QA_AdlandirmaKontrol,35,TR-QA VE TESLİM KONTROLÜ,YESNO,Evet,BIM QA / ILS,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Nesne/ad/tip adlandırması tutarlı mı?,"Doğru IFC türü, sınıflandırma ve malzeme gibi QA kontrolleri eleman instance'larında izlenmelidir.",
TR_QA_SiniflandirmaKontrol,35,TR-QA VE TESLİM KONTROLÜ,YESNO,Evet,BIM QA / ILS,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Eleman sınıflandırma bilgisi eksiksiz mi?,"Doğru IFC türü, sınıflandırma ve malzeme gibi QA kontrolleri eleman instance'larında izlenmelidir.",
TR_QA_MalzemeAtamasi,35,TR-QA VE TESLİM KONTROLÜ,YESNO,Evet,BIM QA / ILS,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Elemanlara doğru malzeme atanmış mı?,"Doğru IFC türü, sınıflandırma ve malzeme gibi QA kontrolleri eleman instance'larında izlenmelidir.",
TR_QA_CakismaKopyaKontrol,35,TR-QA VE TESLİM KONTROLÜ,YESNO,Evet,BIM QA / ILS,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Kopya ve çakışma kontrolü yapıldı mı?,"Doğru IFC türü, sınıflandırma ve malzeme gibi QA kontrolleri eleman instance'larında izlenmelidir.",
TR_QA_LoadBearing,35,TR-QA VE TESLİM KONTROLÜ,YESNO,Evet,BIM QA / ILS,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,LoadBearing niteliği kontrol edildi mi?,"Doğru IFC türü, sınıflandırma ve malzeme gibi QA kontrolleri eleman instance'larında izlenmelidir.",
TR_QA_IsExternal,35,TR-QA VE TESLİM KONTROLÜ,YESNO,Evet,BIM QA / ILS,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,IsExternal niteliği kontrol edildi mi?,"Doğru IFC türü, sınıflandırma ve malzeme gibi QA kontrolleri eleman instance'larında izlenmelidir.",
TR_QA_FireRating,35,TR-QA VE TESLİM KONTROLÜ,YESNO,Evet,BIM QA / ILS,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,FireRating niteliği kontrol edildi mi?,"Doğru IFC türü, sınıflandırma ve malzeme gibi QA kontrolleri eleman instance'larında izlenmelidir.",
TR_QA_TeslimDurumu,35,TR-QA VE TESLİM KONTROLÜ,TEXT,Evet,BIM QA / ILS,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Yüksek,Taslak / Kontrol / Revizyon / Onaylandı,Dosya / teslim seviyesindeki QA sonuçları proje düzeyinde tutulmalıdır.,
TR_QA_KontrolEden,35,TR-QA VE TESLİM KONTROLÜ,TEXT,Evet,BIM QA / ILS,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Yüksek,QA kontrolünü yapan kişi / ekip,Dosya / teslim seviyesindeki QA sonuçları proje düzeyinde tutulmalıdır.,
TR_QA_KontrolTarihi,35,TR-QA VE TESLİM KONTROLÜ,TEXT,Evet,BIM QA / ILS,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Yüksek,QA kontrol tarihi,Dosya / teslim seviyesindeki QA sonuçları proje düzeyinde tutulmalıdır.,
TR_QA_Not,35,TR-QA VE TESLİM KONTROLÜ,MULTILINETEXT,Evet,BIM QA / ILS,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Yüksek,Kalite kontrol notu / düzeltme açıklaması,Dosya / teslim seviyesindeki QA sonuçları proje düzeyinde tutulmalıdır.,
TR_ILS_TeslimAsamasi,36,TR-ILS / BİLGİ GEREKSİNİMİ,TEXT,Evet,BIM QA / ILS,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Yüksek,Bilgi teslim aşaması (Konsept / Ön / Kesin / Uygulama / As-built),Teslim aşaması proje seviyesinde tutulmalıdır.,
TR_ILS_BilgiGereksinimSeviyesi,36,TR-ILS / BİLGİ GEREKSİNİMİ,TEXT,Evet,BIM QA / ILS,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,İstenen bilgi seviyesi / teslim beklentisi,ILS gereksinim seviyesi ve doğrulama setleri eleman instance'larında izlenmelidir.,
TR_ILS_GeometriSeviyesi,36,TR-ILS / BİLGİ GEREKSİNİMİ,TEXT,Evet,BIM QA / ILS,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Geometri olgunluğu / temsil seviyesi,ILS gereksinim seviyesi ve doğrulama setleri eleman instance'larında izlenmelidir.,
TR_ILS_AlfanumerikSeviye,36,TR-ILS / BİLGİ GEREKSİNİMİ,TEXT,Evet,BIM QA / ILS,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Zorunlu alfanümerik bilgi seviyesi,ILS gereksinim seviyesi ve doğrulama setleri eleman instance'larında izlenmelidir.,
TR_ILS_DokumanBagi,36,TR-ILS / BİLGİ GEREKSİNİMİ,TEXT,Evet,BIM QA / ILS,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,İlgili şartname / katalog / doküman bağlantısı,ILS gereksinim seviyesi ve doğrulama setleri eleman instance'larında izlenmelidir.,
TR_ILS_ZorunluAlanSeti,36,TR-ILS / BİLGİ GEREKSİNİMİ,TEXT,Evet,BIM QA / ILS,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Teslimde zorunlu alan seti adı,ILS gereksinim seviyesi ve doğrulama setleri eleman instance'larında izlenmelidir.,
TR_ILS_DogrulamaKuralSeti,36,TR-ILS / BİLGİ GEREKSİNİMİ,TEXT,Evet,BIM QA / ILS,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Uygulanacak kural seti / kontrol paketi,ILS gereksinim seviyesi ve doğrulama setleri eleman instance'larında izlenmelidir.,
