ParametreAdı,SemanticAnahtar,StandartParametre_EN,VeriTipi,GrupID,GrupAdı,Disiplin,KategoriKümesi,ÖnerilenRevitKategorileri,BağlamaKapsamı,BağlamaTürü,RevitArayüzGrubu,Öncelik,ZorunluMu,DegerKaynakKurali,AnaKullanim,Açıklama,UygulamaNotu,Description_TR,Description_EN,CeviriKaynagi,GozdenGecirmeDurumu
TR_IsletmeBolgesi,isletme_bolgesi,EN_OperationsZone,TEXT,32,TR-MAHAL VE KONUMSAL AYRIŞIM,Ortak / BIM,Rooms & Spaces,"Rooms, MEP Spaces, Levels, Grids",Project Parameter - Category Set,Instance,Identity Data,Yüksek,Hayır,manual,Rooms & Spaces,İşletme ve bakım bölgesi,"Mahal, zon, blok ve kat kodları konumsal raporlama için instance bazında tutulmalıdır.",İşletme ve bakım bölgesi,Operations and maintenance zone,shared_param_definition,guncellendi
TR_IFC_ExportEt,ifc_export_et,EN_IFCExportEt,YESNO,33,TR-IFC İHRAC VE VERİ EŞLEME,IFC / Veri,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,IFC Parameters,Yüksek,Hayır,manual,All Model Categories,Eleman IFC çıktısına dahil edilsin mi?,IFC export ve override alanları instance bazında kontrol edilmelidir.,Eleman IFC çıktısına dahil edilsin mi?,Should the element be included in IFC export?,shared_param_definition,guncellendi
TR_IFC_EntityOverride,ifc_entity_override,EN_IFCEntityOverride,TEXT,33,TR-IFC İHRAC VE VERİ EŞLEME,IFC / Veri,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,IFC Parameters,Yüksek,Hayır,manual,All Model Categories,Gerekirse elemanın IFC entity karşılığı,IFC export ve override alanları instance bazında kontrol edilmelidir.,Gerekirse elemanın IFC entity karşılığı,IFC entity override for the element if required,shared_param_definition,guncellendi
TR_IFC_PredefinedType,ifc_predefined_type,EN_IFCPredefinedType,TEXT,33,TR-IFC İHRAC VE VERİ EŞLEME,IFC / Veri,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,IFC Parameters,Yüksek,Hayır,manual,All Model Categories,IFC PredefinedType değeri,IFC export ve override alanları instance bazında kontrol edilmelidir.,IFC PredefinedType değeri,IFC PredefinedType value,shared_param_definition,guncellendi
TR_IFC_NameOverride,ifc_name_override,EN_IFCNameOverride,TEXT,33,TR-IFC İHRAC VE VERİ EŞLEME,IFC / Veri,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,IFC Parameters,Yüksek,Hayır,manual,All Model Categories,IFC Name alanına yazılacak özel ad,IFC export ve override alanları instance bazında kontrol edilmelidir.,IFC Name alanına yazılacak özel ad,Custom name to write to IFC Name field,shared_param_definition,guncellendi
TR_IFC_DescriptionOverride,ifc_description_override,EN_IFCDescriptionOverride,TEXT,33,TR-IFC İHRAC VE VERİ EŞLEME,IFC / Veri,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,IFC Parameters,Yüksek,Hayır,manual,All Model Categories,IFC Description alanına yazılacak açıklama,IFC export ve override alanları instance bazında kontrol edilmelidir.,IFC Description alanına yazılacak açıklama,Description to write to IFC Description field,shared_param_definition,guncellendi
TR_IFC_ObjectTypeOverride,ifc_object_type_override,EN_IFCObjectTypeOverride,TEXT,33,TR-IFC İHRAC VE VERİ EŞLEME,IFC / Veri,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,IFC Parameters,Yüksek,Hayır,manual,All Model Categories,IFC ObjectType alanı,IFC export ve override alanları instance bazında kontrol edilmelidir.,IFC ObjectType alanı,IFC ObjectType field value,shared_param_definition,guncellendi
TR_IFC_TagOverride,ifc_tag_override,EN_IFCTagOverride,TEXT,33,TR-IFC İHRAC VE VERİ EŞLEME,IFC / Veri,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,IFC Parameters,Yüksek,Hayır,manual,All Model Categories,IFC Tag alanı,IFC export ve override alanları instance bazında kontrol edilmelidir.,IFC Tag alanı,IFC Tag field value,shared_param_definition,guncellendi
TR_IFC_ClassificationName,ifc_classification_name,EN_IFCClassificationName,TEXT,33,TR-IFC İHRAC VE VERİ EŞLEME,IFC / Veri,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,IFC Parameters,Yüksek,Hayır,manual,All Model Categories,IFC sınıflandırma set adı,IFC export ve override alanları instance bazında kontrol edilmelidir.,IFC sınıflandırma set adı,IFC classification set name,shared_param_definition,guncellendi
TR_IFC_ClassificationSource,ifc_classification_source,EN_IFCClassificationSource,TEXT,33,TR-IFC İHRAC VE VERİ EŞLEME,IFC / Veri,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,IFC Parameters,Yüksek,Hayır,manual,All Model Categories,IFC sınıflandırma kaynağı / yayıncısı,IFC export ve override alanları instance bazında kontrol edilmelidir.,IFC sınıflandırma kaynağı / yayıncısı,IFC classification source / publisher,shared_param_definition,guncellendi
TR_IFC_ClassificationEdition,ifc_classification_edition,EN_IFCClassificationEdition,TEXT,33,TR-IFC İHRAC VE VERİ EŞLEME,IFC / Veri,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,IFC Parameters,Yüksek,Hayır,manual,All Model Categories,IFC sınıflandırma sürümü,IFC export ve override alanları instance bazında kontrol edilmelidir.,IFC sınıflandırma sürümü,IFC classification edition / version,shared_param_definition,guncellendi
TR_IFC_ClassificationURI,ifc_classification_uri,EN_IFCClassificationURI,TEXT,33,TR-IFC İHRAC VE VERİ EŞLEME,IFC / Veri,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,IFC Parameters,Yüksek,Hayır,manual,All Model Categories,IFC sınıflandırma URI / referans linki,IFC export ve override alanları instance bazında kontrol edilmelidir.,IFC sınıflandırma URI / referans linki,IFC classification URI / reference link,shared_param_definition,guncellendi
TR_IFC_PsetSeti,ifc_pset_seti,EN_IFCPropertySetBundle,TEXT,33,TR-IFC İHRAC VE VERİ EŞLEME,IFC / Veri,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,IFC Parameters,Yüksek,Hayır,manual,All Model Categories,Eleman için etkinleştirilecek özel property set kümesi,IFC export ve override alanları instance bazında kontrol edilmelidir.,Eleman için etkinleştirilecek özel property set kümesi,Custom property set bundle to activate for the element,shared_param_definition,guncellendi
TR_IFC_AktarimNotu,ifc_aktarim_notu,EN_IFCExportNote,MULTILINETEXT,33,TR-IFC İHRAC VE VERİ EŞLEME,IFC / Veri,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,IFC Parameters,Yüksek,Hayır,manual,All Model Categories,IFC aktarım notu / istisna açıklaması,IFC export ve override alanları instance bazında kontrol edilmelidir.,IFC aktarım notu / istisna açıklaması,IFC export note / exception description,shared_param_definition,guncellendi
TR_IFC_Dogrulandi,ifc_dogrulandi,EN_IFCExportVerified,YESNO,33,TR-IFC İHRAC VE VERİ EŞLEME,IFC / Veri,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,IFC Parameters,Yüksek,Hayır,manual,All Model Categories,IFC aktarımı kalite kontrolden geçti mi?,IFC export ve override alanları instance bazında kontrol edilmelidir.,IFC aktarımı kalite kontrolden geçti mi?,Has the IFC export passed quality control?,shared_param_definition,guncellendi
TR_MetrajKurali,metraj_kurali,EN_MeasurementRule,TEXT,34,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Hayır,manual,All Model Categories,Metraj alma kuralı / ölçü kuralı,"Keşif, maliyet ve hakediş kırılımları eleman instance'larında izlenmelidir.",Metraj alma kuralı / ölçü kuralı,Quantity take-off rule / measurement rule,shared_param_definition,guncellendi
TR_MetrajBirim,metraj_birim,EN_MeasurementUnit,TEXT,34,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Hayır,manual,All Model Categories,Metraj birimi,"Keşif, maliyet ve hakediş kırılımları eleman instance'larında izlenmelidir.",Metraj birimi,Measurement unit,shared_param_definition,guncellendi
TR_MetrajCarpan,metraj_carpan,EN_MeasurementFactor,NUMBER,34,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Hayır,manual,All Model Categories,Metraj çarpanı,"Keşif, maliyet ve hakediş kırılımları eleman instance'larında izlenmelidir.",Metraj çarpanı,Measurement factor / multiplier,shared_param_definition,guncellendi
TR_MetrajDahil,metraj_dahil,EN_IncludedInQTO,YESNO,34,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Hayır,manual,All Model Categories,Metraja dahil mi?,"Keşif, maliyet ve hakediş kırılımları eleman instance'larında izlenmelidir.",Metraja dahil mi?,Included in quantity take-off?,shared_param_definition,guncellendi
TR_AnalizGirdiTipi,analiz_girdi_tipi,EN_AnalysisInputType,TEXT,34,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Hayır,manual,All Model Categories,Analiz girdisi tipi: işçilik / makine / malzeme / genel gider,"Keşif, maliyet ve hakediş kırılımları eleman instance'larında izlenmelidir.",Analiz girdisi tipi: işçilik / makine / malzeme / genel gider,Analysis input type: labour / plant / material / overhead,shared_param_definition,guncellendi
